id,song,artist,title_key,artist_key,isrc,playlist_cummulative,highlow
00065490.m4a,Sister Buddha,Belle & Sebastian,sisterbuddha,bellesebastian,USMTD1900082,200,0
00044070.m4a,Crucifire,Desert Sessions,crucifire,desertsessions,USMTD1900129,85,0
00062081.m4a,Pop Song,Perfume Genius,popsong,perfumegenius,USMTD1900201,194,0
00072423.m4a,Without You,Perfume Genius,withoutyou,perfumegenius,USMTD1900269,176,0
00049986.m4a,Grown Nothing,Stephen Malkmus,grownnothing,stephenmalkmus,USMTD1912427,20,0
00058451.m4a,My Mother & I,Lucy Dacus,mymotheri,lucydacus,USMTD1912571,73,0
00048296.m4a,Forever Half Mast,Lucy Dacus,foreverhalfmast,lucydacus,USMTD1912572,115,0
00047851.m4a,Fine Mess,Interpol,finemess,interpol,USMTD1912611,109,0
00051298.m4a,Hollywood,Car Seat Headrest,hollywood,carseatheadrest,USMTD2000013,207,0
00068877.m4a,There Must Be More Than Blood,Car Seat Headrest,theremustbemorethanblood,carseatheadrest,USMTD2000014,176,0
00057121.m4a,Martin,Car Seat Headrest,martin,carseatheadrest,USMTD2000017,262,0
00047426.m4a,Famous,Car Seat Headrest,famous,carseatheadrest,USMTD2000020,82,0
00044937.m4a,Describe - Edit,Perfume Genius,describeedit,perfumegenius,USMTD2000021,177,0
00042352.m4a,Can't Cool Me Down,Car Seat Headrest,cantcoolmedown,carseatheadrest,USMTD2000025,173,0
00054399.m4a,Knuckleduster,Muzz,knuckleduster,muzz,USMTD2000142,74,0
00067125.m4a,Summer Love,Muzz,summerlove,muzz,USMTD2000145,43,0
00051632.m4a,How Lucky,"Kurt Vile, John Prine",howlucky,kurtvile,USMTD2000687,281,1
00054317.m4a,Kiss Like A Woman,Mona,kisslikeawoman,mona,USN2F1700130,35,0
00069102.m4a,Thought Provoked,Mona,thoughtprovoked,mona,USN2F1800012,12,0
00066011.m4a,Some Kind of Rage,Mona,somekindofrage,mona,USN2F1800019,3,0
00042070.m4a,CFS,Wilderado,cfs,wilderado,USN2F2000018,14,0
00052699.m4a,Icarus,Fana Hues,icarus,fanahues,USN2F2000035,98,0
00050873.m4a,Here There and Nowhere,Heaven's Club,herethereandnowhere,heavensclub,USN681922905,6,0
00068632.m4a,"The Plan - From the Motion Picture ""TENET""",Travis Scott,theplanfromthemotionpicturetenet,travisscott,USNLR2000855,1446,1
00048583.m4a,Friends,Brad Mehldau Trio,friends,bradmehldautrio,USNO11700463,1,0
00059856.m4a,November,Gabriel Kahane,november,gabrielkahane,USNO11800307,10,0
00068392.m4a,The Garden,Brad Mehldau,thegarden,bradmehldau,USNO11800866,19,0
00046276.m4a,Eagle Birds,The Black Keys,eaglebirds,theblackkeys,USNO11900065,313,1
00071088.m4a,Walk Across The Water,The Black Keys,walkacrossthewater,theblackkeys,USNO11900066,345,1
00049449.m4a,Go,The Black Keys,go,theblackkeys,USNO11900071,680,1
00038747.m4a,America Undefined,Pat Metheny,americaundefined,patmetheny,USNO11900107,18,0
00072889.m4a,You Are,Pat Metheny,youare,patmetheny,USNO11900109,25,0
00064389.m4a,Same River,Pat Metheny,sameriver,patmetheny,USNO11900110,20,0
00071309.m4a,Water Me Down,Vagabon,watermedown,vagabon,USNO11900168,235,0
00052946.m4a,In A Bind,Vagabon,inabind,vagabon,USNO11900169,63,0
00038067.m4a,Afro Blue,Sam Gendel,afroblue,samgendel,USNO11900402,24,0
00064480.m4a,Satin Doll,Sam Gendel,satindoll,samgendel,USNO11900404,23,0
00048467.m4a,Free Free Free,"Pitbull, Theron Theron",freefreefree,pitbull,USNPW1800313,236,0
00059342.m4a,No Lo Trates,"Pitbull, Daddy Yankee, Natti Natasha",nolotrates,pitbull,USNPW1900326,568,1
00039933.m4a,Baila Riddim,"IAmChino, Justin Quiles, Farruko, Quimico Ultra Mega",bailariddim,iamchino,USNPW1900330,96,0
00037387.m4a,3 to Tango,Pitbull,3totango,pitbull,USNPW1900335,201,0
00057249.m4a,Me Quedaré Contigo,"Pitbull, Ne-Yo, Lenier, El Micha",mequedarecontigo,pitbull,USNPW1900346,220,0
00051184.m4a,Hola,Montana Tucker,hola,montanatucker,USNPW2000368,21,0
00051859.m4a,I Believe That We Will Win (World Anthem),Pitbull,ibelievethatwewillwinworldanthem,pitbull,USNPW2000371,155,0
00060937.m4a,Over Again,Margie Mays,overagain,margiemays,USNW41900094,15,0
00071853.m4a,When I'm With You,"Kaskade, Colette",whenimwithyou,kaskade,USOM82070001,405,1
00047458.m4a,Far Away Truths,Albert Hammond Jr,farawaytruths,alberthammondjr,USP6L1700225,48,0
00058333.m4a,Muted Beatings,Albert Hammond Jr,mutedbeatings,alberthammondjr,USP6L1700226,139,0
00064941.m4a,Set to Attack,Albert Hammond Jr,settoattack,alberthammondjr,USP6L1700227,86,0
00045706.m4a,Don't Waste It,AUGUST 08,dontwasteit,august08,USP6L1800266,10,0
00071882.m4a,When We Were Young,Flawes,whenwewereyoung,flawes,USP6L1800332,24,0
00049126.m4a,Ghost Town,"Flawes, ROZES",ghosttown,flawes,USP6L1800334,54,0
00047491.m4a,Fast Times,Albert Hammond Jr,fasttimes,alberthammondjr,USP6L1900351,79,0
00037624.m4a,96,Gavin Haley,96,gavinhaley,USP6L1900359,34,0
00065263.m4a,Show Me,Gavin Haley,showme,gavinhaley,USP6L1900362,59,0
00065417.m4a,Simple Pleasures,AUGUST 08,simplepleasures,august08,USP6L1900379,49,0
00058070.m4a,More to Life,Albert Hammond Jr,moretolife,alberthammondjr,USP6L1900383,86,0
00056477.m4a,Low Beams,Gavin Haley,lowbeams,gavinhaley,USP6L1900411,36,0
00059890.m4a,Nowhere,Gavin Haley,nowhere,gavinhaley,USP6L1900441,42,0
00044623.m4a,Daydream,The Aces,daydream,theaces,USP6L1900444,176,0
00073290.m4a,all the way over,sad alex,allthewayover,sadalex,USP6L1900445,74,0
00058481.m4a,My Phone is Trying to Kill Me,The Aces,myphoneistryingtokillme,theaces,USP6L2000450,99,0
00054157.m4a,Kelly,The Aces,kelly,theaces,USP6L2000451,202,0
00065857.m4a,So Sick of Love,Gavin Haley,sosickoflove,gavinhaley,USP6L2000492,29,0
00060993.m4a,Overrated,Blxst,overrated,blxst,USP6L2000517,95,0
00059349.m4a,No Love Lost,Blxst,nolovelost,blxst,USP6L2000518,57,0
00040125.m4a,Be Alone,Blxst,bealone,blxst,USP6L2000521,34,0
00073780.m4a,i'm glad that you found someone,"sad alex, gnash",imgladthatyoufoundsomeone,sadalex,USP6L2000534,89,0
00069087.m4a,Those Eyes - Petey Clicks Remix,"P-Lask, NIVL, Petey Clicks",thoseeyespeteyclicksremix,plask,USPGF1800011,7,0
00040093.m4a,Batá Chop (edit),Quin Kirchner,batachopedit,quinkirchner,USPKE2000099,5,0
00057035.m4a,"Maniac - From ""Flashdance""",Michael Sembello,maniacfromflashdance,michaelsembello,USPR38302462,4954,1
00050738.m4a,Heaven,Julia Michaels,heaven,juliamichaels,USQ4E1703344,1149,1
00060773.m4a,Original (from Dolittle),Sia,originalfromdolittle,sia,USQ4E1905159,442,1
00069700.m4a,Track 8,Kelvin Harrison Jr,track8,kelvinharrisonjr,USQ4E2005581,33,0
00050273.m4a,Handmedown Love,"Lewis, Eames",handmedownlove,lewis,USQB51900455,3,0
00053125.m4a,Indian Summer - Kasbo Remix,"Jai Wolf, Kasbo",indiansummerkasboremix,jaiwolf,USQE91500450,56,0
00066755.m4a,Still Sleeping,Jai Wolf,stillsleeping,jaiwolf,USQE91500598,89,0
00042005.m4a,By Myself,FIDLAR,bymyself,fidlar,USQE91500680,108,0
00047992.m4a,Flake,FIDLAR,flake,fidlar,USQE91500681,57,0
00050726.m4a,Heaven's Basement (Theme From 86'd),Neon Indian,heavensbasementthemefrom86d,neonindian,USQE91500793,60,0
00058041.m4a,Moral of the Story,Ashe,moralofthestory,ashe,USQE91500820,21,0
00058561.m4a,NASA's Fake,Raffaella,nasasfake,raffaella,USQE91500846,18,0
00039664.m4a,Bachelorette,Ashe,bachelorette,ashe,USQE91500881,46,0
00051744.m4a,Hurry On Home,Sleater-Kinney,hurryonhome,sleaterkinney,USQE91500894,157,0
00042304.m4a,Can I Go On,Sleater-Kinney,canigoon,sleaterkinney,USQE91500895,149,0
00054552.m4a,LOVE,Sleater-Kinney,love,sleaterkinney,USQE91500899,73,0
00061635.m4a,Perfect Timing,"Col3trane, FKJ",perfecttiming,col3trane,USQE91500920,128,0
00061572.m4a,"Penny, Heads Up",Caamp,pennyheadsup,caamp,USQE91500922,35,0
00042017.m4a,By and By,Caamp,byandby,caamp,USQE91500937,53,0
00055441.m4a,Lightning,Orion Sun,lightning,orionsun,USQE91600015,119,0
00069961.m4a,Trying,Orion Sun,trying,orionsun,USQE91600016,94,0
00058736.m4a,Ne Me Quitte Pas (Don't Leave Me),Orion Sun,nemequittepasdontleaveme,orionsun,USQE91600017,154,0
00043308.m4a,Coffee For Dinner,Orion Sun,coffeefordinner,orionsun,USQE91600023,100,0
00069396.m4a,To Me,Alina Baraz,tome,alinabaraz,USQE91600040,125,0
00062441.m4a,Promises,Beach Bunny,promises,beachbunny,USQE91600046,127,0
00039041.m4a,April,Beach Bunny,april,beachbunny,USQE91600048,102,0
00045903.m4a,Dream Boy,Beach Bunny,dreamboy,beachbunny,USQE91600053,98,0
00043249.m4a,Cloud 9,Beach Bunny,cloud9,beachbunny,USQE91600054,137,0
00063562.m4a,Riding Solo,Hinds,ridingsolo,hinds,USQE91600075,141,0
00041897.m4a,Burn,Hinds,burn,hinds,USQE91600103,135,0
00069915.m4a,Trust,Alina Baraz,trust,alinabaraz,USQE91600108,188,0
00046643.m4a,Endlessly,Alina Baraz,endlessly,alinabaraz,USQE91600126,161,0
00049090.m4a,Get Your Wish,Porter Robinson,getyourwish,porterrobinson,USQE92000001,396,1
00066108.m4a,Something Comforting,Porter Robinson,somethingcomforting,porterrobinson,USQE92000002,308,1
00060150.m4a,Officer of Love,Caamp,officeroflove,caamp,USQE92000086,84,0
00064542.m4a,Save Myself,Ashe,savemyself,ashe,USQE92000092,296,1
00070951.m4a,WIYULD,Evann McIntosh,wiyuld,evannmcintosh,USQE92000094,102,0
00064073.m4a,Rush - Rome in Silver Remix,"Hotel Garuda, Rome in Silver",rushromeinsilverremix,hotelgaruda,USQE92000176,39,0
00072104.m4a,Who's Making You?,Helsinki Headnod Convention,whosmakingyou,helsinkiheadnodconvention,USQNW1800436,2,0
00038760.m4a,American Tune,Kurt Elling,americantune,kurtelling,USQX91702461,5,0
00062950.m4a,Rambler (Alternate Version) - Bonus Track,Bill Frisell,rambleralternateversionbonustrack,billfrisell,USQX91702543,1,0
00060177.m4a,Oh My Dear Lord,The Unlikely Candidates,ohmydearlord,theunlikelycandidates,USQX91702599,40,0
00054855.m4a,Laura,Erroll Garner,laura,errollgarner,USQX91702626,1,0
00065312.m4a,Sick Boy,The Chainsmokers,sickboy,thechainsmokers,USQX91702676,2158,1
00072997.m4a,You Owe Me,The Chainsmokers,youoweme,thechainsmokers,USQX91702850,927,1
00046886.m4a,Everybody Hates Me,The Chainsmokers,everybodyhatesme,thechainsmokers,USQX91702851,1282,1
00066063.m4a,Somebody,"The Chainsmokers, Drew Love",somebody,thechainsmokers,USQX91800357,1153,1
00048436.m4a,Freak,XYLØ,freak,xylø,USQX91800411,81,0
00073281.m4a,affection,BETWEEN FRIENDS,affection,betweenfriends,USQX91800782,60,0
00073381.m4a,blushing!,BETWEEN FRIENDS,blushing,betweenfriends,USQX91800783,37,0
00074368.m4a,u can still come over,BETWEEN FRIENDS,ucanstillcomeover,betweenfriends,USQX91800880,41,0
00072897.m4a,You Can Cry,"Marshmello, Juicy J, James Arthur",youcancry,marshmello,USQX91800946,789,1
00043139.m4a,Clandestino,"Shakira, Maluma",clandestino,shakira,USQX91801065,901,1
00039249.m4a,Audio - CID Remix,"Sia, Diplo, Labrinth, LSD, CID",audiocidremix,sia,USQX91801282,155,0
00056177.m4a,Loud,"Silk City, GoldLink, Desiigner",loud,silkcity,USQX91801982,341,1
00064559.m4a,Save Yourself,"The Chainsmokers, NGHTMRE",saveyourself,thechainsmokers,USQX91802107,335,1
00053823.m4a,Jump The Fence,Gia Woods,jumpthefence,giawoods,USQX91802141,17,0
00055738.m4a,Live or Die,"Noah Cyrus, Lil Xan",liveordie,noahcyrus,USQX91802177,237,0
00069013.m4a,This Feeling,"The Chainsmokers, Kelsea Ballerini",thisfeeling,thechainsmokers,USQX91802210,1409,1
00046485.m4a,Electricity (with Dua Lipa),"Silk City, Dua Lipa, Diplo, Mark Ronson",electricitywithdualipa,silkcity,USQX91802285,1798,1
00047348.m4a,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",fallingdownbonustrack,lilpeep,USQX91802294,2519,1
00039884.m4a,Bad,Lennon Stella,bad,lennonstella,USQX91802301,121,0
00054099.m4a,Keep On Coming,Gia Woods,keeponcoming,giawoods,USQX91802319,52,0
00067001.m4a,Subconscious Flirtations and Titillations,Theo Croker,subconsciousflirtationsandtitillations,theocroker,USQX91802328,5,0
00041742.m4a,Broken Smile (My All),Lil Peep,brokensmilemyall,lilpeep,USQX91802364,259,0
00064028.m4a,Runaway,Lil Peep,runaway,lilpeep,USQX91802365,301,1
00064975.m4a,Sex with My Ex,Lil Peep,sexwithmyex,lilpeep,USQX91802366,354,1
00044125.m4a,Cry Alone,Lil Peep,cryalone,lilpeep,USQX91802367,495,1
00055365.m4a,Life is Beautiful,Lil Peep,lifeisbeautiful,lilpeep,USQX91802370,318,1
00071584.m4a,Werking,TOBi,werking,tobi,USQX91802434,53,0
00061519.m4a,Peach Fuzz,"Tyler, The Creator",peachfuzz,tyler,USQX91802453,164,0
00062157.m4a,Potato Salad,"Tyler, The Creator, A$AP Rocky",potatosalad,tyler,USQX91802454,1136,1
00037377.m4a,3 Nights,Dominic Fike,3nights,dominicfike,USQX91802455,330,1
00062559.m4a,Punches (with LP),"Noah Cyrus, LP",puncheswithlp,noahcyrus,USQX91802483,118,0
00058997.m4a,New Girlfriend,Gia Woods,newgirlfriend,giawoods,USQX91802499,41,0
00070649.m4a,Veins,Earl Sweatshirt,veins,earlsweatshirt,USQX91802516,123,0
00064980.m4a,Sexual Vibe,Stephen Puth,sexualvibe,stephenputh,USQX91802597,167,0
00041599.m4a,Breakaway,Lennon Stella,breakaway,lennonstella,USQX91802792,86,0
00072151.m4a,Why Haven't I Met You?,Cameron Dallas,whyhaventimetyou,camerondallas,USQX91803041,128,0
00043074.m4a,Cianna,Branford Marsalis Quartet,cianna,branfordmarsalisquartet,USQX91803091,11,0
00046132.m4a,Drugs,UPSAHL,drugs,upsahl,USQX91803133,54,0
00054596.m4a,La Di Da,Lennon Stella,ladida,lennonstella,USQX91803171,189,0
00040211.m4a,Beach House,The Chainsmokers,beachhouse,thechainsmokers,USQX91803217,736,1
00064920.m4a,Serotonin,Call Me Karizma,serotonin,callmekarizma,USQX91803244,63,0
00055988.m4a,Lookin' For,"Digital Farm Animals, Danny Ocean",lookinfor,digitalfarmanimals,USQX91803306,175,0
00050214.m4a,Half Gone,Stephen Puth,halfgone,stephenputh,USQX91803344,82,0
00038018.m4a,Admissions,Nbdy,admissions,nbdy,USQX91803383,63,0
00057955.m4a,Monster (Under My Bed),Call Me Karizma,monsterundermybed,callmekarizma,USQX91803423,61,0
00052585.m4a,I'm ok,Call Me Karizma,imok,callmekarizma,USQX91803424,37,0
00041002.m4a,Bleach,Call Me Karizma,bleach,callmekarizma,USQX91803425,49,0
00051470.m4a,Hope,"The Chainsmokers, Winona Oak",hope,thechainsmokers,USQX91803485,997,1
00058811.m4a,Neon Ocean,New Dialogue,neonocean,newdialogue,USQX91803569,17,0
00070574.m4a,VALENTINO,24kGoldn,valentino,24kgoldn,USQX91803621,101,0
00058889.m4a,Never Go Back,Dennis Lloyd,nevergoback,dennislloyd,USQX91803643,491,1
00047533.m4a,Favorite Sound,"Audien, Echosmith",favoritesound,audien,USQX91803646,184,0
00050311.m4a,Hanging On,Quinn Lewis,hangingon,quinnlewis,USQX91803662,48,0
00055321.m4a,Lie,Cairo Gold,lie,cairogold,USQX91900091,16,0
00060620.m4a,Only Everything,Quinn Lewis,onlyeverything,quinnlewis,USQX91900101,40,0
00066851.m4a,Strange Love,The Unlikely Candidates,strangelove,theunlikelycandidates,USQX91900110,20,0
00043466.m4a,Come For Me,New Years Day,comeforme,newyearsday,USQX91900131,27,0
00071515.m4a,We're Just Kids,Call Me Karizma,werejustkids,callmekarizma,USQX91900180,110,0
00061820.m4a,Pilgrims,New Dialogue,pilgrims,newdialogue,USQX91900255,14,0
00043649.m4a,Concrete Heart,"VASSY, Disco Fries",concreteheart,vassy,USQX91900330,84,0
00073959.m4a,moneydontfixlonely,Sophia Messa,moneydontfixlonely,sophiamessa,USQX91900386,64,0
00058596.m4a,NIKES,Jake Miller,nikes,jakemiller,USQX91900427,77,0
00039461.m4a,BITCH (takes one to know one),Lennon Stella,bitchtakesonetoknowone,lennonstella,USQX91900485,216,0
00054531.m4a,LONDON LIGHTS,Jake Miller,londonlights,jakemiller,USQX91900491,50,0
00060441.m4a,One Big Party,Gia Woods,onebigparty,giawoods,USQX91900501,95,0
00054251.m4a,Kills You Slowly,The Chainsmokers,killsyouslowly,thechainsmokers,USQX91900506,900,1
00059859.m4a,Novocaine,The Unlikely Candidates,novocaine,theunlikelycandidates,USQX91900509,32,0
00073686.m4a,heavy snow,Christian French,heavysnow,christianfrench,USQX91900524,53,0
00037978.m4a,Açaí Bowl,Dominic Fike,acaibowl,dominicfike,USQX91900538,299,1
00062611.m4a,Pushing All My Friends Away,Quinn Lewis,pushingallmyfriendsaway,quinnlewis,USQX91900573,30,0
00072067.m4a,Who Do You Love - R3HAB Remix,"The Chainsmokers, 5 Seconds of Summer, R3HAB",whodoyoulover3habremix,thechainsmokers,USQX91900632,235,0
00048905.m4a,Gang Shit,Marlon Craft,gangshit,marloncraft,USQX91900638,24,0
00040954.m4a,Blackout,Sublime With Rome,blackout,sublimewithrome,USQX91900659,24,0
00039259.m4a,Aura,Dennis Lloyd,aura,dennislloyd,USQX91900813,125,0
00048808.m4a,GFY,Dennis Lloyd,gfy,dennislloyd,USQX91900815,59,0
00073731.m4a,hungover sunday,Christian French,hungoversunday,christianfrench,USQX91900826,72,0
00073399.m4a,breaking all the rules,Christian French,breakingalltherules,christianfrench,USQX91900827,56,0
00058888.m4a,Never Go Back - Robin Schulz Remix,"Dennis Lloyd, Robin Schulz",nevergobackrobinschulzremix,dennislloyd,USQX91900831,255,0
00045424.m4a,Do You Mean,"The Chainsmokers, Ty Dolla $ign, bülow",doyoumean,thechainsmokers,USQX91900937,1243,1
00057448.m4a,Mess,Julian Lamadrid,mess,julianlamadrid,USQX91900960,72,0
00063784.m4a,Rollerblades,Dominic Fike,rollerblades,dominicfike,USQX91901045,88,0
00070905.m4a,WASTE MY TIME,Zaia,wastemytime,zaia,USQX91901058,62,0
00060021.m4a,ON THE RUN,Zaia,ontherun,zaia,USQX91901059,78,0
00053817.m4a,July,Noah Cyrus,july,noahcyrus,USQX91901092,365,1
00060956.m4a,Over Us,Dylan Brady,overus,dylanbrady,USQX91901106,27,0
00037693.m4a,A LOT TO LOSE,24kGoldn,alottolose,24kgoldn,USQX91901107,121,0
00046236.m4a,EARFQUAKE,"Tyler, The Creator",earfquake,tyler,USQX91901111,2307,1
00052313.m4a,I THINK,"Tyler, The Creator",ithink,tyler,USQX91901112,806,1
00062857.m4a,RUNNING OUT OF TIME,"Tyler, The Creator",runningoutoftime,tyler,USQX91901114,539,1
00058582.m4a,NEW MAGIC WAND,"Tyler, The Creator",newmagicwand,tyler,USQX91901115,529,1
00037639.m4a,A BOY IS A GUN*,"Tyler, The Creator",aboyisagun,tyler,USQX91901116,496,1
00061118.m4a,PUPPET,"Tyler, The Creator",puppet,tyler,USQX91901117,376,1
00070924.m4a,WHAT'S GOOD,"Tyler, The Creator",whatsgood,tyler,USQX91901167,696,1
00069135.m4a,Through Da Storm,Polo G,throughdastorm,polog,USQX91901170,136,0
00044833.m4a,Deep Wounds,Polo G,deepwounds,polog,USQX91901175,221,0
00047608.m4a,Feel It,Gia Woods,feelit,giawoods,USQX91901178,38,0
00073681.m4a,head first,Christian French,headfirst,christianfrench,USQX91901186,55,0
00038409.m4a,All My Friends,Madeon,allmyfriends,madeon,USQX91901207,469,1
00045907.m4a,Dream Dream Dream,Madeon,dreamdreamdream,madeon,USQX91901212,294,1
00040135.m4a,Be Fine,Madeon,befine,madeon,USQX91901214,307,1
00059278.m4a,No Fear No More,Madeon,nofearnomore,madeon,USQX91901215,215,0
00050712.m4a,Heaven Can Wait - The Aston Shuffle Remix,"Sia, Diplo, Labrinth, LSD, The Aston Shuffle",heavencanwaittheastonshuffleremix,sia,USQX91901262,86,0
00060854.m4a,Out Of Touch,Dove Cameron,outoftouch,dovecameron,USQX91901264,95,0
00044280.m4a,DEMONS,Zaia,demons,zaia,USQX91901270,244,0
00064390.m4a,Same Room,JP Saxe,sameroom,jpsaxe,USQX91901354,47,0
00074344.m4a,time of our lives,Christian French,timeofourlives,christianfrench,USQX91901363,82,0
00063138.m4a,Rebels,Call Me Karizma,rebels,callmekarizma,USQX91901364,42,0
00058816.m4a,Neon,Julian Lamadrid,neon,julianlamadrid,USQX91901394,72,0
00057868.m4a,Moment,Julian Lamadrid,moment,julianlamadrid,USQX91901395,56,0
00045137.m4a,Die Young,Julian Lamadrid,dieyoung,julianlamadrid,USQX91901398,37,0
00062604.m4a,Push My Luck,The Chainsmokers,pushmyluck,thechainsmokers,USQX91901485,1183,1
00037944.m4a,Acid Dreams,"MAX, Felly",aciddreams,max,USQX91901487,216,0
00069297.m4a,Time,AUDREY NUNA,time,audreynuna,USQX91901499,95,0
00052660.m4a,INNERSTATE,Zaia,innerstate,zaia,USQX91901563,114,0
00050154.m4a,HOT,kenzie,hot,kenzie,USQX91901608,56,0
00072344.m4a,Wish You'd Make Me Cry,UPSAHL,wishyoudmakemecry,upsahl,USQX91901611,53,0
00050161.m4a,HUNGRY,Gia Woods,hungry,giawoods,USQX91901620,47,0
00065736.m4a,Smile For The Camera,UPSAHL,smileforthecamera,upsahl,USQX91901657,57,0
00061734.m4a,Phone Numbers,"Dominic Fike, Kenny Beats",phonenumbers,dominicfike,USQX91901664,423,1
00071632.m4a,What Am I Gonna Do With You,Sophia Messa,whatamigonnadowithyou,sophiamessa,USQX91901680,101,0
00070581.m4a,VERY ALONE,Zaia,veryalone,zaia,USQX91901682,85,0
00059975.m4a,OCEAN AWAY,Jake Miller,oceanaway,jakemiller,USQX91901759,91,0
00046115.m4a,Drowning,"Franklin, Digital Farm Animals, Sorana",drowning,franklin,USQX91901760,132,0
00058574.m4a,NERVOUS,"Jake Miller, TOMOS",nervous,jakemiller,USQX91901783,114,0
00042120.m4a,COULD HAVE BEEN YOU,Jake Miller,couldhavebeenyou,jakemiller,USQX91901784,74,0
00046592.m4a,Empty,Quinn Lewis,empty,quinnlewis,USQX91901791,41,0
00038205.m4a,Alaska,Little Hurt,alaska,littlehurt,USQX91901792,16,0
00042238.m4a,Call You Mine - Asketa & Natan Chaim Remix,"The Chainsmokers, Bebe Rexha, Asketa & Natan Chaim",callyoumineasketanatanchaimremix,thechainsmokers,USQX91901801,166,0
00073401.m4a,bright side of the moon,Christian French,brightsideofthemoon,christianfrench,USQX91901820,81,0
00072562.m4a,Workin',24kGoldn,workin,24kgoldn,USQX91901852,64,0
00048794.m4a,GAMES ON YOUR PHONE,24kGoldn,gamesonyourphone,24kgoldn,USQX91901889,82,0
00072224.m4a,Wild West,Dennis Lloyd,wildwest,dennislloyd,USQX91901892,265,1
00052462.m4a,I'll Be There,Walk Off the Earth,illbethere,walkofftheearth,USQX91901980,110,0
00061258.m4a,Paper,AUDREY NUNA,paper,audreynuna,USQX91902007,55,0
00071289.m4a,Watch Out,"Blaatina, NLE Choppa",watchout,blaatina,USQX91902015,28,0
00059887.m4a,Nowhere To Run,Fozzy,nowheretorun,fozzy,USQX91902024,39,0
00071247.m4a,Waste,Dove Cameron,waste,dovecameron,USQX91902031,193,0
00056625.m4a,MAMACITA,"Tyga, YG, Santana",mamacita,tyga,USQX91902209,1000,1
00055900.m4a,Lonely,Noah Cyrus,lonely,noahcyrus,USQX91902251,322,1
00067743.m4a,Takeaway - Andrew Rayel Remix,"The Chainsmokers, ILLENIUM, Lennon Stella, Andrew Rayel",takeawayandrewrayelremix,thechainsmokers,USQX91902328,149,0
00067744.m4a,Takeaway - Sondr Remix,"The Chainsmokers, ILLENIUM, Lennon Stella, Sondr",takeawaysondrremix,thechainsmokers,USQX91902329,37,0
00051334.m4a,Home Alone,Walk Off the Earth,homealone,walkofftheearth,USQX91902334,79,0
00037998.m4a,Addicted,Walk Off the Earth,addicted,walkofftheearth,USQX91902415,78,0
00046235.m4a,EARFQUAKE - Channel Tres Remix,"Tyler, The Creator, Channel Tres",earfquakechanneltresremix,tyler,USQX91902532,197,0
00069083.m4a,This is Us,"Jimmie Allen, Noah Cyrus",thisisus,jimmieallen,USQX91902543,347,1
00057463.m4a,Messy,TWIN XL,messy,twinxl,USQX91902551,41,0
00049536.m4a,Gold,Digital Farm Animals,gold,digitalfarmanimals,USQX91902702,81,0
00070487.m4a,Upper Hand,LBS Kee'vin,upperhand,lbskeevin,USQX91902787,38,0
00044356.m4a,DROPPED OUTTA COLLEGE,24kGoldn,droppedouttacollege,24kgoldn,USQX91902802,193,0
00042091.m4a,CITY OF ANGELS,24kGoldn,cityofangels,24kgoldn,USQX91902803,21,0
00054343.m4a,Kissing Other People,Lennon Stella,kissingotherpeople,lennonstella,USQX91902952,337,1
00041349.m4a,Boots,Greyson Chance,boots,greysonchance,USQX91903021,108,0
00070355.m4a,Unfaithful,Dennis Lloyd,unfaithful,dennislloyd,USQX91903023,223,0
00071839.m4a,When I Lie,Lil Peep,whenilie,lilpeep,USQX91903029,331,1
00074458.m4a,witchblades,"Lil Peep, Lil Tracy",witchblades,lilpeep,USQX91903113,245,0
00056202.m4a,Love And Fear,Felly,loveandfear,felly,USQX91903196,27,0
00047419.m4a,Family,"The Chainsmokers, Kygo",family,thechainsmokers,USQX91903241,1151,1
00064784.m4a,See The Way,"The Chainsmokers, Sabrina Claudio",seetheway,thechainsmokers,USQX91903242,187,0
00068661.m4a,The Reaper,"The Chainsmokers, Amy Shark",thereaper,thechainsmokers,USQX91903243,208,0
00073481.m4a,crowded room,Christian French,crowdedroom,christianfrench,USQX91903306,121,0
00039352.m4a,Ayy Macarena,Tyga,ayymacarena,tyga,USQX91903309,1251,1
00056702.m4a,MOTIVES,kenzie,motives,kenzie,USQX91903353,174,0
00046247.m4a,EGO,Gia Woods,ego,giawoods,USQX91903558,59,0
00041707.m4a,Broke Bitch,Tiny Meat Gang,brokebitch,tinymeatgang,USQX91903675,212,0
00043083.m4a,Cigarette,Julian Lamadrid,cigarette,julianlamadrid,USQX91903793,63,0
00071920.m4a,Where Do We Go When We Die,Quinn Lewis,wheredowegowhenwedie,quinnlewis,USQX91903805,52,0
00050834.m4a,Helpless,Cameron Dallas,helpless,camerondallas,USQX91903938,63,0
00056379.m4a,Love You Like I Used To,Russell Dickerson,loveyoulikeiusedto,russelldickerson,USQX91904167,131,0
00042142.m4a,CUT SEASON,Gia Woods,cutseason,giawoods,USQX92000009,26,0
00042075.m4a,CHAOS,Gia Woods,chaos,giawoods,USQX92000012,51,0
00037839.m4a,ALL I KNOW,Gia Woods,alliknow,giawoods,USQX92000013,28,0
00039442.m4a,BEST INTEREST,"Tyler, The Creator",bestinterest,tyler,USQX92000078,375,1
00057235.m4a,Me Gusta,"Shakira, Anuel AA",megusta,shakira,USQX92000112,1402,1
